year,month,day,hour,minute,AM/PM,location,type,gender,lat,lon
2017,8,17,9,19,PM,"Main St + Chestnut St, Hudson",OPERATOR,M,,
2017,8,15,7,50,AM,"SR-112 (Jacksonville Rd.), Colrain",OPERATOR,M,,
2017,8,13,11,23,PM,"Dwight St. + SR-20A (Carew St.), Springfield",MOTORCYCLE: OPERATOR,M,,
2017,8,10,6,47,PM,"Bill Delahunt Pkwy., Weymouth",MOTORCYCLE: OPERATOR,M,,
2017,8,7,12,34,AM,"Palmer St., Quincy",PASSENGER,M,,
2017,8,6,9,13,PM,"SR-2A (East Broadway), near Minott Rd., Gardner",OPERATOR,M,,
2017,8,6,8,42,PM,"Pine St., Seekonk",OPERATOR,M,,
2017,8,5,1,12,PM,"US-20 (191 Main St.), Northborough",OPERATOR,F,,
2017,8,5,12,34,PM,"Church St. + Sterling Dr., North Adams",MOTORCYCLE: OPERATOR,M,,
2017,8,4,3,39,PM,"Thompson St. + Plain St., Middleborough",OPERATOR,F,,
2017,8,4,8,41,AM,"145 Broadway, Norwood",PEDESTRIAN,F,,
2017,8,4,5,38,AM,"I-495 NORTH, MM 55.4, Hopkinton",OPERATOR,F,,
2017,8,3,2,50,PM,"SR-123 (830 Belmont St.), Brockton",MOTORCYCLE: OPERATOR,M,,
2017,8,2,2,12,PM,"32 Franklin St., Worcester",PEDESTRIAN,M,,
2017,8,1,4,59,AM,"SR-24, Fall River",PASSENGER,M,,
2017,8,1,1,15,AM,"I-95 NORTH, Danvers",OPERATOR,M,,
2017,7,30,4,19,PM,"935 Hale St., Beverly",BICYCLIST,M,,
2017,7,30,8,2,AM,"100 Meadow Rd., Boston (Hyde Park)",OPERATOR,M,,
2017,7,30,4,3,AM,"125 Plain St., Braintree",PASSENGER,F,,
2017,7,29,12,35,PM,"SR-140 (126 Main St.), Foxborough",MOTORCYCLE: OPERATOR,M,,
2017,7,29,1,32,AM,"SR-128 SOUTH, north of EXIT 21, Danvers",MOTORCYCLE: OPERATOR,M,,
2017,7,25,8,15,PM,"SR-139 EAST (North Ave.) + Railroad St., Abington",OPERATOR,M,,
2017,7,25,3,0,PM,"SR-125 (N. Andover Bypass), Andover",PASSENGER,F,,
2017,7,23,5,53,PM,"I-90, Upton",PEDESTRIAN,F,,
2017,7,23,3,35,AM,"I-95 NORTH, Burlington",PEDESTRIAN,M,,
2017,7,23,3,16,AM,"SR-138 (Broadway St.), Raynham",OPERATOR,F,,
2017,7,22,7,24,PM,"SR-122 (95 Chandler Street) + Wellington St., Worcester",MOTORCYCLE: OPERATOR,M,,
2017,7,22,6,31,PM,"385 N. Montello St. + E. Ashland St., Brockton",PASSENGER,F,,
2017,7,21,8,50,AM,"US-1 (127 Washington St.), Foxborough",MOTORCYCLE: OPERATOR,M,,
2017,7,20,9,25,AM,"Pleasant St. + Church St., Ware",PEDESTRIAN,M,,
2017,7,17,1,15,PM,"SR-138 Broadway St. + Gilmore St., Raynham",MOTORCYCLE: OPERATOR,M,,
2017,7,16,11,58,AM,"367 Tremont St., Carver",OPERATOR,M,,
2017,7,15,7,50,PM,"32 Francis St., Worcester",MOTORCYCLE: OPERATOR,M,,
2017,7,15,4,1,PM,"US-20 (Page Blvd. + Rocus St.), Springfield",BICYCLIST,M,,
2017,7,15,5,25,AM,"I-95 NORTH, Mansfield",OPERATOR,M,,
2017,7,14,2,31,PM,"I-95 NORTH, Georgetown",OPERATOR,M,,
2017,7,14,10,21,AM,"Toner Blvd + I-95 NORTH, Attleboro",PASSENGER,F,,
2017,7,12,2,3,PM,"I-90 EAST, MM 129, Boston",PEDESTRIAN,F,,
2017,7,11,7,57,AM,"SR-110 WEST + Strathmore Rd., Methuen",OPERATOR,M,,
2017,7,10,8,34,PM,"Blacksmith Shop Rd., Falmouth",OPERATOR,M,,
2017,7,10,6,0,PM,"SR-16 Washington St. + Courtland St., Holliston",MOTORCYCLE: OPERATOR,M,,
2017,7,10,5,5,PM,"West Chestnut St. + Ettrick St., Brockton",OPERATOR,F,,
2017,7,6,3,30,PM,"St. Bernard St. + Boutelle St., Fitchburg",BICYCLIST,M,,
2017,7,6,2,4,PM,"SR-70 (1543 Lunenburg Rd.), Lancaster",OPERATOR,M,,
2017,7,5,12,7,AM,"I-495 NORTH, MM 1.2, Wareham",MOTORCYCLE: OPERATOR,M,,
2017,7,4,8,50,PM,"High St. + Valley Rd., Topsfield",MOTORCYCLE: OPERATOR,M,,
2017,7,2,4,7,PM,"SR-28 NORTH (General MacArthur Blvd.), Bourne",PASSENGER,F,,
2017,7,2,4,5,PM,"I-495 NORTH, EXIT 27 Off Ramp, Bolton",OPERATOR,M,,
2017,7,1,8,19,PM,"Jefferson Ave + Newcomb Ave., Saugus",MOTORCYCLE: OPERATOR,M,,
2017,7,1,5,0,PM,"US-5 (Brattleboro Rd.), Bernardston",OPERATOR,M,,
2017,6,30,9,57,PM,"SR-117(North Main St.) + Lunenburg Rd., Lancaster",OPERATOR,M,,
2017,6,30,3,53,PM,"67 Northbridge St., Mendon",OPERATOR,M,,
2017,6,27,11,48,AM,"Ocean Ave & Beach St., Marblehead",OPERATOR,M,,
2017,6,25,10,30,PM,"97 Hartford Ave. WEST, Mendon",MOTORCYCLE: OPERATOR,M,,
2017,6,24,10,16,PM,"US-6 (Wareham Rd.), Marion",MOTORCYCLE: OPERATOR,M,,
2017,6,23,7,50,PM,"6 Lee St., Lancaster",OPERATOR,F,,
2017,6,19,12,20,AM,"SR-12 (Water St.) + Benson St., Fitchburg",MOTORCYCLE: OPERATOR,M,,
2017,6,16,10,12,PM,"Quincy Shore Dr. + Alstead St., Quincy",PEDESTRIAN,M,,
2017,6,16,1,30,AM,"SR-18 (Bedford St.), Lakeville",OPERATOR,M,,
2017,6,14,7,30,PM,"Herring Pond Rd., Plymouth",OPERATOR,M,,
2017,6,13,6,23,PM,"I-93 SOUTH, north of EXIT 44, Andover",OPERATOR,M,,
2017,6,13,8,6,AM,"24 Revolutionary Rd., Acton",PEDESTRIAN,F,,
2017,6,12,11,34,PM,"E. Hoosac St., Adams",PASSENGER,M,,
2017,6,12,10,46,AM,"Fernwood Ave. + Chase Rd., Lynn",PASSENGER,F,,
2017,6,11,3,45,PM,"SR-109 (Main St.) + Eden St., Millis",OPERATOR,M,,
2017,6,11,9,20,AM,"I-93 SOUTH, Quincy",MOTORCYCLE: OPERATOR,M,,
2017,6,11,6,34,AM,"US-3 NORTH, Tyngsborough",OPERATOR,M,,
2017,6,11,3,30,AM,"Chelsea St. Bridge, Boston",PASSENGER,M,,
2017,6,11,3,30,AM,"Chelsea St. Bridge, Boston",OPERATOR,M,,
2017,6,10,10,45,AM,"I-90 WEST, Ludlow",PASSENGER,F,,
2017,6,7,9,16,PM,"SR-67 (North Brookfield Rd.), Barre",MOTORCYCLE: OPERATOR,M,,
2017,6,6,4,39,PM,"834 Plymouth St., Middleborough",OPERATOR,M,,
2017,6,5,7,27,AM,"59 Whitins Rd., Sutton",OPERATOR,M,,
2017,6,4,1,43,PM,"Middlesex St. + Brouilette St., Lowell",MOTORCYCLE: OPERATOR,M,,
2017,6,3,4,8,PM,"SR-110 (Amesbury Rd.) + Atwood St., Haverhill",OPERATOR,M,,
2017,5,31,5,0,PM,"Bridge St. + French St., Lowell",PEDESTRIAN,F,,
2017,5,29,8,33,PM,"571 Tremont St., Boston",PEDESTRIAN,M,,
2017,5,28,8,40,PM,"SR-24 SOUTH, (AMVETS Memorial Hwy.), West Bridgewater",MOTORCYCLE: OPERATOR,M,,
2017,5,28,2,0,AM,"SR-28 + Cottage Ln., Barnstable",PEDESTRIAN,M,,
2017,5,24,1,20,AM,"US-3 NORTH , Hingham",OPERATOR,F,,
2017,5,22,1,30,PM,"SR-6A + Merchants Rd., Sandwich",PEDESTRIAN,F,,
2017,5,22,1,30,PM,"SR-6A + Merchants Rd., Sandwich",PEDESTRIAN,F,,
2017,5,22,8,37,AM,"65 Watertown St., Watertown",PEDESTRIAN,M,,
2017,5,20,1,45,AM,"SR-117 (Lancaster St.) & Pennacook Dr., Leominster",MOTORCYCLE: OPERATOR,M,,
2017,5,19,12,36,PM,"US-20 (Boston Post Rd.), Weston",OPERATOR,F,,
2017,5,19,12,36,PM,"US-20 (Boston Post Rd.), Weston",OPERATOR,M,,
2017,5,19,9,35,AM,"Reed Rd. 195 EAST, Off Ramp, Dartmouth",BICYCLIST,M,,
2017,5,19,1,2,AM,"SR-12 (223 Central St.) + Crown St., Leominster",MOTORCYCLE: OPERATOR,M,,
2017,5,18,10,25,PM,"16 Merriam Rd., Grafton",OPERATOR,M,,
2017,5,18,10,25,PM,"SR-24 NORTH, Fall River",MOTORCYCLE: OPERATOR,M,,
2017,5,18,7,30,PM,"Dorchester Ave. + Columbia Rd., Boston",OPERATOR,M,,
2017,5,18,1,40,PM,"I-195 EAST, Dartmouth",PASSENGER,F,,
2017,5,18,1,40,PM,"I-195 EAST, Dartmouth",OPERATOR,F,,
2017,5,17,10,30,PM,"Commerce Way + ROUTE 44 WEST Off Ramp, Plymouth",PASSENGER,F,,
2017,5,17,10,30,PM,"Commerce Way + ROUTE 44 WEST Off Ramp, Plymouth",OPERATOR,F,,
2017,5,15,3,5,PM,"Nonotuck St. + Hinckley St., Northampton",BICYCLIST,M,,
2017,5,14,10,20,PM,"Brayton Ave + SR-24, Fall River",PEDESTRIAN,M,,
2017,5,14,5,5,PM,"SR-2 (750 Memorial Drive), Cambridge",PEDESTRIAN,F,,
2017,5,14,3,45,AM,"SR-128 SOUTH, north of EXIT 22, Danvers",OPERATOR,M,,
2017,5,13,8,48,AM,"735 West Chestnut St. + Linwood St., Brockton",OPERATOR,M,,
2017,5,8,1,58,AM,"50 Boston Rd., Westford",MOTORCYCLE: OPERATOR,M,,
2017,5,7,7,18,PM,"354 Elm St., Halifax",MOTORCYCLE: OPERATOR,M,,
2017,5,6,4,43,PM,"SR-28 (711 Main St) + Division St., Dennis",OPERATOR,M,,
2017,5,6,8,13,AM,"Old Stage Rd., Barnstable",OPERATOR,M,,
2017,5,6,5,15,AM,"I-495 NORTH, Franklin",OPERATOR,M,,
2017,4,30,4,45,PM,"I-195 WEST, Swansea",PASSENGER,F,,
2017,4,30,3,19,AM,"Comm Ave. + Clarendon St., Boston",BICYCLIST,M,,
2017,4,29,6,7,PM,"SR-140 NORTH, Lakeville",OPERATOR,M,,
2017,4,26,12,12,AM,"261 N. Main St., Brockton",PEDESTRIAN,M,,
2017,4,25,4,2,PM,"SR-38 (904 Randolph Ave.), Milton",OPERATOR,M,,
2017,4,24,6,15,PM,"US-7 (Main St.), Sheffield",PEDESTRIAN,F,,
2017,4,24,2,18,PM,"SR-9, Windsor",PASSENGER,M,,
2017,4,23,7,41,PM,"70 Central St., Acton",OPERATOR,F,,
2017,4,23,2,44,PM,"926 South St. + Richard Dr., Dalton",OPERATOR,M,,
2017,4,22,3,2,AM,"SR-67 Boston Rd., MM 2.392, Palmer",OPERATOR,M,,
2017,4,22,2,29,AM,"881 West St., Ludlow",OPERATOR,F,,
2017,4,18,12,25,PM,"237 Summer St., Brockton",PASSENGER,M,,
2017,4,17,2,41,PM,"33 Kellogg Ave., Amherst",MOTORCYCLE: OPERATOR,M,,
2017,4,16,6,30,PM,"202 Elm St. WEST, Raynham",OPERATOR,M,,
2017,4,16,4,47,PM,"30 Water St., Milford",PEDESTRIAN,M,,
2017,4,15,8,59,PM,"Old State Rd., Deerfield",OPERATOR,M,,
2017,4,14,5,20,AM,"SR-24 SOUTH, Brockton",OPERATOR,M,,
2017,4,12,4,11,AM,"SR-140 Gardner Rd., Winchendon",OPERATOR,M,,
2017,4,12,4,11,AM,"SR-140 Gardner Rd., Winchendon",OPERATOR,M,,
2017,4,11,9,20,PM,"1400 Hewins St. , Sheffield",OPERATOR,M,,
2017,4,10,7,58,PM,"384 Central St., Boylston",PASSENGER,M,,
2017,4,9,6,33,PM,"123 Wood Ave., Boston (Hyde Park)",MOTORCYCLE: OPERATOR,M,,
2017,4,9,6,5,PM,"SR-105 (73 E. Main St.), Middleborough",MOTORCYCLE: OPERATOR,M,,
2017,4,8,9,52,PM,"I-95 NORTH, Boxford",OPERATOR,M,,
2017,4,8,3,32,AM,"500 Leominster Shirley Rd., Lunenburg",OPERATOR,M,,
2017,4,7,6,15,AM,"SR-16 (4110 Mystic Valley Parkway), Medford",OPERATOR,F,,
2017,4,6,9,40,PM,"167 Lawrence St., Lawrence",PEDESTRIAN,F,,
2017,4,6,5,43,PM,"Sugarloaf St. + Thayer St., Deerfield",OPERATOR,F,,
2017,4,4,1,23,PM,"Paramount Dr., Raynham",OPERATOR,M,,
2017,4,3,9,30,PM,"SR-9 Turnpike Rd., Westboro",PEDESTRIAN,F,,
2017,4,3,9,3,PM,"Cross Rd., Dartmouth",OPERATOR,M,,
2017,4,3,7,48,AM,"I-90 WEST, Lee",OPERATOR,F,,
2017,4,3,7,43,AM,"VFW Pkwy + South St., Brookline",MOTORCYCLE: OPERATOR,M,,
2017,4,2,9,8,AM,"SR-141 (795 Worcester St.), Springfield",OPERATOR,F,,
2017,3,30,10,43,AM,"Globe St. + East Main St., Fall River",OPERATOR,M,,
2017,3,29,9,4,PM,"36 Ostrom Rd., Falmouth",OPERATOR,M,,
2017,3,29,4,18,PM,"Clark Rd. + Landmark Dr., Plymouth",PASSENGER,F,,
2017,3,29,4,18,PM,"Clark Rd. + Landmark Dr., Plymouth",OPERATOR,M,,
2017,3,28,8,5,PM,"Essex St. + Meadow Rd., Beverly",OPERATOR,M,,
2017,3,28,1,35,PM,"I-495 NORTH, Wareham",OPERATOR,M,,
2017,3,26,3,35,AM,"I-190 SOUTH, Worcester",OPERATOR,M,,
2017,3,26,2,17,AM,"I-90 EAST, Off Ramp, Boston",OPERATOR,M,,
2017,3,25,10,22,PM,"Harrison Blvd., Avon",OPERATOR,F,,
2017,3,20,9,21,PM,"US-6 WEST, Yarmouth",PEDESTRIAN,M,,
2017,3,20,4,0,PM,"I-291 WEST, Springfield",MOTORCYCLE: OPERATOR,M,,
2017,3,19,2,34,PM,"SR-127 WEST (Bridge St.) + Harbor St., Manchester",OPERATOR,M,,
2017,3,19,7,35,AM,"SR-128 NORTH, Manchester",OPERATOR,M,,
2017,3,18,12,58,AM,"I-95 SOUTH, Attleboro",PASSENGER,M,,
2017,3,14,1,30,AM,"114 Jerome St., Berkley",OPERATOR,M,,
2017,3,13,8,16,PM,"126 West St. (North End Bridge), Springfield",PEDESTRIAN,M,,
2017,3,10,11,49,PM,"1783 Washington St., Boston",PEDESTRIAN,M,,
2017,3,9,6,12,PM,"US-20, Russell",OPERATOR,M,,
2017,3,8,12,1,PM,"94 N. Cary St., Brockton",OPERATOR,M,,
2017,3,7,8,45,PM,"264 Ash St., Winchendon",PASSENGER,F,,
2017,3,7,1,14,PM,"SR-159 (265 Main St.), Agawam",OPERATOR,F,,
2017,3,6,10,17,PM,"SR-2 WEST , Fitchburg",OPERATOR,M,,
2017,3,5,5,50,AM,"SR-140 NORTH, MM 11.6, Lakeville",OPERATOR,M,,
2017,3,4,12,6,AM,"William T. Morrissey Blvd., Boston",PASSENGER,M,,
2017,3,3,6,1,PM,"SR-220 (Shaker Rd.), East Longmeadow",PEDESTRIAN,M,,
2017,3,1,5,16,AM,"I-93 NORTH, prior to EXIT 17, Boston",PEDESTRIAN,M,,
2017,2,27,9,35,PM,"SR-24 NORTH, MM 34.8, Avon",OPERATOR,M,,
2017,2,26,6,46,PM,"SR-123 (Center St.), Brockton",PEDESTRIAN,M,,
2017,2,26,10,13,AM,"Union St. + Main St., Brockton",PEDESTRIAN,F,,
2017,2,26,12,42,AM,"Pond St. + Stone St., Stoneham",OPERATOR,F,,
2017,2,25,11,17,PM,"I-93 NORTH, Andover",OPERATOR,M,,
2017,2,25,9,48,AM,"Talbot Ave. + Lithgow St., Boston (Dorchester)",OPERATOR,M,,
2017,2,25,12,30,AM,"I-95 NORTH, EXIT 18, Sharon",PASSENGER,M,,
2017,2,25,12,30,AM,"I-95 NORTH, EXIT 18, Sharon",OPERATOR,M,,
2017,2,24,9,34,PM,"Turner Falls Rd., Montague",OPERATOR,M,,
2017,2,24,9,9,PM,"Burgin Parkway + Granite St., Quincy",PEDESTRIAN,M,,
2017,2,24,2,19,PM,"SR-169 (Southbridge Rd.) @ Power Plant, Charlton",OPERATOR,M,,
2017,2,22,3,51,PM,"Mass Ave. + Melnea Cass Blvd., Boston (Roxbury)",PEDESTRIAN,F,,
2017,2,21,3,58,PM,"I-495 NORTH, Bellingham",OPERATOR,F,,
2017,2,19,3,54,AM,"Mass Ave & Pompeii St., Boston (Roxbury)",PEDESTRIAN,F,,
2017,2,17,2,44,PM,"SR-9 (293 Federal St.), Belchertown",OPERATOR,M,,
2017,2,16,2,30,PM,"SR-25 WEST, On Ramp, Bourne",OPERATOR,M,,
2017,2,13,6,0,AM,"SR-122 (Pleasant St.), Worcester",PEDESTRIAN,M,,
2017,2,12,4,15,AM,"I-93 NORTH, EXIT 20, Boston",OPERATOR,M,,
2017,2,11,4,41,AM,"US-20 (Wilbraham St.) + N. Main St., Palmer",OPERATOR,M,,
2017,2,10,4,45,PM,"364 Barre Rd., Templeton",OPERATOR,F,,
2017,2,8,6,53,AM,"30 Brookline St. + Woodledge Rd., Needham",PEDESTRIAN,M,,
2017,2,6,3,27,AM,"649 Cottage St., Springfield",OPERATOR,M,,
2017,2,5,1,13,AM,"38 Winthrop St., Kingston",PASSENGER,M,,
2017,2,4,7,20,AM,"537 Montgomery Rd. WEST, Westfield",OPERATOR,M,,
2017,2,4,2,6,AM,"SR-139 EAST (200 Randolph St.), Abington",PASSENGER,M,,
2017,2,4,1,37,AM,"80 Francis St., Boston",OPERATOR,M,,
2017,2,3,4,40,AM,"SR-24 SOUTH, Bridgewater",OPERATOR,M,,
2017,1,31,9,20,PM,"Waquoit Landing Rd. + Waquoit Hwy., Falmouth",OPERATOR,M,,
2017,1,29,1,35,AM,"I-495 NORTH, Wareham",OPERATOR,F,,
2017,1,28,11,45,PM,"I-495 NORTH, Norton",OPERATOR,M,,
2017,1,28,11,28,PM,"Chelmsford St. + US-3 Off Ramp, Chelmsford",PEDESTRIAN,M,,
2017,1,28,5,23,PM,"314 Tedesco St., Marblehead",OPERATOR,F,,
2017,1,26,4,36,PM,"I-495 NORTH, MM 50.8, Milford",OPERATOR,M,,
2017,1,25,10,26,AM,"777 South St. + Belgrade Ave., Boston",PEDESTRIAN,M,,
2017,1,22,5,10,AM,"Greenville St., Spencer",OPERATOR,M,,
2017,1,22,3,8,AM,"125 Milk St., Methuen",PASSENGER,F,,
2017,1,21,12,17,PM,"SR-25 EAST, Plymouth",PASSENGER,M,,
2017,1,19,6,52,PM,"193 Robbins Ave., Pittsfield",BICYCLIST,M,,
2017,1,19,5,30,PM,"US-20 Wilbraham Rd., Palmer",PEDESTRIAN,F,,
2017,1,17,8,15,PM,"Union St., Springfield",PASSENGER,F,,
2017,1,17,8,15,PM,"Union St., Springfield",PASSENGER,F,,
2017,1,17,8,15,PM,"Union St., Springfield",PASSENGER,F,,
2017,1,17,8,15,PM,"Union St., Springfield",PASSENGER,M,,
2017,1,16,3,49,PM,"262 Tremont St., Carver",OPERATOR,M,,
2017,1,15,2,19,AM,"751 North Main St., Mansfield",OPERATOR,F,,
2017,1,13,9,54,PM,"SR-152 (Newman Ave.) + Rye St., Seekonk",OPERATOR,M,,
2017,1,13,6,50,PM,"21 Coes Hill Rd., Southwick",OPERATOR,M,,
2017,1,13,5,10,PM,"23 Lafayette St., Randolph",PEDESTRIAN,M,,
2017,1,12,5,2,PM,"SR-107 (Highland Ave.) + Proctor St., Salem",PEDESTRIAN,F,,
2017,1,11,7,9,PM,"Enneking Parkway, Boston (West Roxbury)",OPERATOR,M,,
2017,1,11,7,2,PM,"I-495 NORTH + SR-138, Raynham",OPERATOR,M,,
2017,1,10,5,4,PM,"125 Andover Bypass + Gould Rd., Andover",OPERATOR,M,,
2017,1,7,5,47,PM,"Sunset St. + Hillside St., Boston (Roxbury)",PEDESTRIAN,F,,
2017,1,6,10,57,PM,"966 Shoemaker Ln. EAST + Poplar St., Agawam",OPERATOR,M,,
2017,1,6,7,4,AM,"SR-133 (East Main St.) + Tenney St., Georgetown",OPERATOR,M,,
2017,1,3,5,41,PM,"SR-28 (N. Montello St.), Brockton",BICYCLIST,M,,
2017,1,3,5,36,PM,"SR-152 (N. Main St.) + Peck St., Attleboro",PEDESTRIAN,M,,
2017,1,3,4,50,PM,"SR-110 Merrimack St. + Sorrento Ave., Methuen",OPERATOR,F,,
2017,1,1,1,45,PM,"SR-122 (S. Main St.) + SR-146A (Quaker Hwy.), Uxbridge",OPERATOR,F,,
2017,1,1,9,0,AM,"I-495 NORTH, Hopkinton",OPERATOR,M,,
2017,1,1,6,2,AM,"249 Saratoga St., Boston",PEDESTRIAN,M,,
2016,12,31,2,5,AM,"American Legion Hwy. + Walk Hill St., Boston",OPERATOR,M,,
2016,12,30,8,25,PM,"I-495 SOUTH, Westford",OPERATOR,M,,
2016,12,30,7,53,PM,"SR-79 Richmond Rd. + Forge Rd., Freetown",OPERATOR,F,,
2016,12,30,6,7,PM,"SR-123 + Depot St., Easton",PASSENGER,F,,
2016,12,30,6,7,PM,"SR-123 + Depot St., Easton",OPERATOR,M,,
2016,12,30,6,7,PM,"SR-123 + Depot St., Easton",PASSENGER,M,,
2016,12,28,9,29,PM,"SR-151 Nathan Ellis Hwy. Currier Rd., Falmouth",OPERATOR,M,,
2016,12,25,10,49,PM,"165 Sherburne Ave., Tyngsborough",OPERATOR,M,,
2016,12,25,6,26,PM,"SR-60 + Squire Rd., Revere",PEDESTRIAN,M,,
2016,12,24,3,42,AM,"SR-2, Lancaster",OPERATOR,F,,
2016,12,24,3,18,AM,"I-495, Chelmsford",PEDESTRIAN,M,,
2016,12,23,12,44,AM,"SR-3A + 79 Main St., Kingston",OPERATOR,M,,
2016,12,22,7,35,PM,"East Border Rd ., Malden",PEDESTRIAN,F,,
2016,12,22,5,58,PM,"Thomas B Landers Rd., Falmouth",OPERATOR,M,,
2016,12,22,5,58,PM,"Thomas B Landers Rd., Falmouth",PASSENGER,M,,
2016,12,21,5,26,PM,"North Ave., Rockland",PEDESTRIAN,F,,
2016,12,18,1,45,AM,"I-95 NORTH, Sharon",OPERATOR,F,,
2016,12,16,4,52,PM,"Cummins Hwy., Boston",PEDESTRIAN,F,,
2016,12,15,5,0,PM,"Commercial St. + Shaw St., Braintree",PEDESTRIAN,F,,
2016,12,14,10,48,PM,"Plympton St. + Tarkiln Hill Rd., New Bedford",OPERATOR,M,,
2016,12,11,1,35,AM,"SR-24, Fall River",PASSENGER,M,,
2016,12,11,1,35,AM,"SR-24, Fall River",OPERATOR,M,,
2016,12,10,12,25,PM,"352 Clark Rd., Tewksbury",OPERATOR,F,,
2016,12,10,1,5,AM,"SR-2 EAST, Templeton",PASSENGER,F,,
2016,12,10,1,5,AM,"SR-2 EAST, Templeton",OPERATOR,F,,
2016,12,8,10,25,PM,"Mass Ave. + Theodore Glynn Way, Boston",PEDESTRIAN,M,,
2016,12,8,5,37,PM,"120 Cove St. + Morton Ct., New Bedford",PEDESTRIAN,M,,
2016,12,6,6,18,AM,"SR-140, New Bedford",OPERATOR,M,,
2016,12,5,11,14,AM,"28 George Washington Blvd., Hingham",PEDESTRIAN,F,,
2016,12,3,7,40,AM,"SR-129 Humphrey St., Swampscott",PEDESTRIAN,M,,
2016,12,3,6,40,AM,"I-495 NORTH, Chelmsford",OPERATOR,F,,
2016,12,2,3,30,AM,"SR-138 + Brush Hill Rd., Milton",PASSENGER,M,,
2016,12,2,3,30,AM,"SR-138 + Brush Hill Rd., Milton",OPERATOR,F,,
2016,11,30,3,20,PM,"302 Housatonic St., Lenox",PEDESTRIAN,M,,
2016,11,29,4,43,PM,"SR-122 Worcester Rd., Barre",PEDESTRIAN,M,,
2016,11,29,1,41,PM,"SR-110 EAST + I-495 off ramp, Methuen",BICYCLIST,M,,
2016,11,28,10,50,PM,"SR-1A Mcclellan Hwy + Byron St., Boston",OPERATOR,F,,
2016,11,28,3,53,PM,"151 Watertown St., Watertown",PEDESTRIAN,M,,
2016,11,27,12,40,AM,"I-93 NORTH, Boston",OPERATOR,M,,
2016,11,25,2,30,PM,"SR-169 + 210 Southbridge Rd., Charlton",PEDESTRIAN,M,,
2016,11,25,1,29,AM,"133 North Main St., Brockton",BICYCLIST,M,,
2016,11,24,8,9,PM,"SR-16 + Watertown St., Newton",OPERATOR,F,,
2016,11,24,4,57,PM,"Edgell Rd., Framingham",OPERATOR,F,,
2016,11,24,2,30,AM,"I-495 SOUTH, Foxborough",OPERATOR,M,,
2016,11,23,1,16,PM,"163 State St., Newburyport",PEDESTRIAN,M,,
2016,11,21,6,0,PM,"Newbury St. + North St., Danvers",OPERATOR,F,,
2016,11,20,11,38,PM,"170 Summer St., Norwell",OPERATOR,M,,
2016,11,20,7,29,PM,"County St. + Cove St., New Bedford",PASSENGER,F,,
2016,11,19,12,53,AM,"US-20 + 307 Hartford Turnpike, Shrewsbury",OPERATOR,M,,
2016,11,18,11,44,PM,"115 Quincy St., Roxbury",PEDESTRIAN,F,,
2016,11,18,9,36,PM,"Otis St., Westborough",OPERATOR,M,,
2016,11,18,1,48,PM,"Glendale Middle Rd. + Glendale Rd., Stockbridge",OPERATOR,M,,
2016,11,16,3,17,PM,"77 Forest Ave., Cohasset",OPERATOR,M,,
2016,11,15,4,48,PM,"SR-81 908 Plymouth Ave. + 2nd St., Fall River",PEDESTRIAN,M,,
2016,11,13,3,28,PM,"640 Sodom Rd., Westport",OPERATOR,M,,
2016,11,11,12,35,AM,"I-91, Springfield",OPERATOR,M,,
2016,11,10,11,31,PM,"SR-138 Broadway + Washington, Taunton",BICYCLIST,M,,
2016,11,9,12,38,PM,"SR-286 + Collins St., Salisbury",OPERATOR,F,,
2016,11,8,7,34,PM,"US-20 E Main St. + Delmont Ave., Westfield",OPERATOR,M,,
2016,11,6,9,30,PM,"Kellogg Ave. + North Pleasant St., Amherst",PEDESTRIAN,M,,
2016,11,6,5,34,PM,"1009 Shawsheen St. + Mill St., Tewksbury",PEDESTRIAN,M,,
2016,11,6,12,50,PM,"Bare Hill Rd., Plymouth",MOTORCYCLE: PASSENGER,F,,
2016,11,6,3,13,AM,"I-195, Westport",OPERATOR,F,,
2016,11,4,9,6,PM,"Arcade Ave., Seekonk",OPERATOR,M,,
2016,11,4,11,10,AM,"Eastern Ave. + Mah Way, Dedham",OPERATOR,M,,
2016,11,3,10,20,PM,"I-95 SOUTH, Waltham",PEDESTRIAN,M,,
2016,11,1,11,18,PM,"Sheridan St., Chicopee",OPERATOR,M,,
2016,11,1,11,18,PM,"Sheridan St., Chicopee",PASSENGER,M,,
2016,11,1,7,1,PM,"Common St. + Pleasant St., Woburn",PEDESTRIAN,F,,
2016,10,30,10,30,PM,"Hancock St. + Hollis Ave., Quincy",PEDESTRIAN,M,,
2016,10,30,4,21,PM,"I-95 NORTH, Burlington",MOTORCYCLE: OPERATOR,M,,
2016,10,30,1,46,AM,"SR-141 + 175 Grattan St., Chicopee",PASSENGER,F,,
2016,10,29,7,40,PM,"SR-146 S Worcester Providence, Sutton",OPERATOR,M,,
2016,10,29,1,30,AM,"I-90 WEST, Westborough",PASSENGER,F,,
2016,10,28,11,43,PM,"300 Tyler St. + Courtland Pl., Pittsfield",PEDESTRIAN,F,,
2016,10,28,4,0,PM,"Central St., Plainfield",PEDESTRIAN,F,,
2016,10,27,11,48,AM,"Fortune Blvd., Milford",OPERATOR,M,,
2016,10,27,11,42,AM,"I-495 SOUTH, Wareham",OPERATOR,M,,
2016,10,26,11,31,PM,"Gold Star Blvd., Worcester",OPERATOR,M,,
